Name,Revision,Languages,Embed Dim,Params,Framework,License,Link
sentence-transformers/all-mpnet-base-v2,9a3225965996d404b775526de6dbfe85d3368642,eng-Latn,768.0,109000000.0,"Sentence Transformers, PyTorch",apache-2.0,https://huggingface.co/sentence-transformers/all-mpnet-base-v2
sentence-transformers/static-similarity-mrl-multilingual-v1,7264ea07c5365a11d7e6d87dbb6195889a13054f,"eng_Latn, ara_Arab, bul_Cyrl, cat_Latn, ces_Latn, dan_Latn, deu_Latn, ell_Grek, spa_Latn, est_Latn, fas_Arab, fin_Latn, fra_Latn, glg_Latn, guj_Gujr, heb_Hebr, hin_Deva, hun_Latn, hye_Armn, ind_Latn, ita_Latn, jpn_Jpan, kat_Geor, kor_Hang, kur_Latn, lit_Latn, lav_Latn, mkd_Cyrl, mon_Cyrl, mar_Deva, mal_Mlym, mya_Mymr, nob_Latn, nld_Latn, pol_Latn, por_Latn, ron_Latn, rus_Cyrl, slk_Latn, slv_Latn, sqi_Latn, srp_Cyrl, swe_Latn, tha_Thai, tur_Latn, ukr_Cyrl, urd_Arab, vie_Latn, zho_Hans",1024.0,108420096.0,"Sentence Transformers, PyTorch",apache-2.0,https://huggingface.co/sentence-transformers/static-similarity-mrl-multilingual-v1
sentence-transformers/static-retrieval-mrl-en-v1,f60985c706f192d45d218078e49e5a8b6f15283a,eng-Latn,1024.0,31254528.0,"Sentence Transformers, PyTorch",apache-2.0,https://huggingface.co/sentence-transformers/static-retrieval-mrl-en-v1
keeeeenw/MicroLlama-text-embedding,98f70f14cdf12d7ea217ed2fd4e808b0195f1e7e,eng-Latn,1024.0,272000000.0,"Sentence Transformers, PyTorch",apache-2.0,https://huggingface.co/keeeeenw/MicroLlama-text-embedding
sentence-transformers/sentence-t5-base,50c53e206f8b01c9621484a3c0aafce4e55efebf,eng-Latn,768.0,110000000.0,"Sentence Transformers, PyTorch",apache-2.0,https://huggingface.co/sentence-transformers/sentence-t5-base
sentence-transformers/sentence-t5-large,1fc08ea477205aa54a3e5b13f0971ae16b86410a,eng-Latn,768.0,335000000.0,"Sentence Transformers, PyTorch",apache-2.0,https://huggingface.co/sentence-transformers/sentence-t5-large
sentence-transformers/sentence-t5-xl,2965d31b368fb14117688e0bde77cbd720e91f53,eng-Latn,768.0,3000000000.0,"Sentence Transformers, PyTorch",apache-2.0,https://huggingface.co/sentence-transformers/sentence-t5-xl
sentence-transformers/sentence-t5-xxl,4d122282ba80e807e9e6eb8c358269e92796365d,eng-Latn,768.0,11000000000.0,"Sentence Transformers, PyTorch",apache-2.0,https://huggingface.co/sentence-transformers/sentence-t5-xxl
sentence-transformers/gtr-t5-large,a2c8ac47f998531948d4cbe32a0b577a7037a5e3,eng-Latn,768.0,335000000.0,"Sentence Transformers, PyTorch",apache-2.0,https://huggingface.co/sentence-transformers/gtr-t5-large
sentence-transformers/gtr-t5-xl,23a8d667a1ad2578af181ce762867003c498d1bf,eng-Latn,768.0,1240000000.0,"Sentence Transformers, PyTorch",apache-2.0,https://huggingface.co/sentence-transformers/gtr-t5-xl
sentence-transformers/gtr-t5-xxl,73f2a9156a3dcc2194dfdb2bf201cd7d17e17884,eng-Latn,768.0,4860000000.0,"Sentence Transformers, PyTorch",apache-2.0,https://huggingface.co/sentence-transformers/gtr-t5-xxl
sentence-transformers/gtr-t5-base,7027e9594267928589816394bdd295273ddc0739,eng-Latn,768.0,110000000.0,"Sentence Transformers, PyTorch",apache-2.0,https://huggingface.co/sentence-transformers/gtr-t5-base
google/siglip-so400m-patch14-224,d04cf29fca7b6374f74d8bea1969314492266b5e,eng_Latn,1152.0,877000000.0,PyTorch,apache-2.0,https://huggingface.co/google/siglip-so400m-patch14-224
google/siglip-so400m-patch14-384,9fdffc58afc957d1a03a25b10dba0329ab15c2a3,eng_Latn,1152.0,878000000.0,PyTorch,apache-2.0,https://huggingface.co/google/siglip-so400m-patch14-384
google/siglip-so400m-patch16-256-i18n,365d321c0cfdea96bc28e3a29787a11a062681a1,eng_Latn,1152.0,1130000000.0,PyTorch,apache-2.0,https://huggingface.co/google/siglip-so400m-patch16-256-i18n
google/siglip-base-patch16-256-multilingual,8952a4eafcde3cb7ab46b1dd629b33f8784ca9c6,eng_Latn,768.0,371000000.0,PyTorch,apache-2.0,https://huggingface.co/google/siglip-base-patch16-256-multilingual
google/siglip-base-patch16-256,b078df89e446d623010d890864d4207fe6399f61,eng_Latn,768.0,203000000.0,PyTorch,apache-2.0,https://huggingface.co/google/siglip-base-patch16-256
google/siglip-base-patch16-512,753a949581523b60257d93e18391e8c27f72eb22,eng_Latn,768.0,204000000.0,PyTorch,apache-2.0,https://huggingface.co/google/siglip-base-patch16-512
google/siglip-base-patch16-384,41aec1c83b32e0a6fca20ad88ba058aa5b5ea394,eng_Latn,768.0,203000000.0,PyTorch,apache-2.0,https://huggingface.co/google/siglip-base-patch16-384
google/siglip-base-patch16-224,7fd15f0689c79d79e38b1c2e2e2370a7bf2761ed,eng_Latn,768.0,203000000.0,PyTorch,apache-2.0,https://huggingface.co/google/siglip-base-patch16-224
google/siglip-large-patch16-256,d0da9f876e7d66b4e250cd2450c3ba2ce735e447,eng_Latn,1024.0,652000000.0,PyTorch,apache-2.0,https://huggingface.co/google/siglip-large-patch16-256
google/siglip-large-patch16-384,ce005573a40965dfd21fd937fbdeeebf2439fc35,eng_Latn,1024.0,652000000.0,PyTorch,apache-2.0,https://huggingface.co/google/siglip-large-patch16-384
BAAI/bge-visualized-base,98db10b10d22620010d06f11733346e1c98c34aa,eng_Latn,768.0,196000000.0,PyTorch,,https://huggingface.co/BAAI/bge-visualized
BAAI/bge-visualized-m3,98db10b10d22620010d06f11733346e1c98c34aa,eng_Latn,1024.0,,PyTorch,,https://huggingface.co/BAAI/bge-visualized
TIGER-Lab/VLM2Vec-LoRA,7403b6327958071c1e33c822c7453adadccc7298,eng_Latn,3072.0,,PyTorch,apache-2.0,https://huggingface.co/TIGER-Lab/VLM2Vec-LoRA
TIGER-Lab/VLM2Vec-Full,e9afa98002097ac2471827ba23ea1f2ddd229480,eng_Latn,3072.0,4150000000.0,PyTorch,apache-2.0,https://huggingface.co/TIGER-Lab/VLM2Vec-Full
voyageai/voyage-multimodal-3,1,,1024.0,,API,mit,https://huggingface.co/voyageai/voyage-multimodal-3
dunzhang/stella_en_400M_v5,1bb50bc7bb726810eac2140e62155b88b0df198f,eng_Latn,4096.0,435000000.0,"Sentence Transformers, PyTorch, GritLM",mit,https://huggingface.co/dunzhang/stella_en_400M_v5
dunzhang/stella_en_1.5B_v5,d03be74b361d4eb24f42a2fe5bd2e29917df4604,eng_Latn,8960.0,1540000000.0,"Sentence Transformers, PyTorch, GritLM",mit,https://huggingface.co/dunzhang/stella_en_1.5B_v5
dunzhang/stella-large-zh-v3-1792d,d5d39eb8cd11c80a63df53314e59997074469f09,zho_Hans,1792.0,,"Sentence Transformers, PyTorch",not specified,https://huggingface.co/dunzhang/stella-large-zh-v3-1792d
infgrad/stella-base-zh-v3-1792d,82254892a0fba125aa2abf3a4800d2dd12821343,zho_Hans,1792.0,,"Sentence Transformers, PyTorch",mit,https://huggingface.co/infgrad/stella-base-zh-v3-1792d
dunzhang/stella-mrl-large-zh-v3.5-1792d,17bb1c32a93a8fc5f6fc9e91d5ea86da99983cfe,zho_Hans,1792.0,326000000.0,"Sentence Transformers, PyTorch",mit,https://huggingface.co/dunzhang/stella-large-zh-v3-1792d
iampanda/zpoint_large_embedding_zh,b1075144f440ab4409c05622c1179130ebd57d03,zho_Hans,1792.0,326000000.0,"Sentence Transformers, PyTorch",mit,https://huggingface.co/iampanda/zpoint_large_embedding_zh
facebook/SONAR,a551c586dcf4a49c8fd847de369412d556a7f2f2,"ace-Arab, ace-Latn, acm-Arab, acq-Arab, aeb-Arab, afr-Latn, ajp-Arab, aka-Latn, als-Latn, amh-Ethi, apc-Arab, arb-Arab, arb-Latn, ars-Arab, ary-Arab, arz-Arab, asm-Beng, ast-Latn, awa-Deva, ayr-Latn, azb-Arab, azj-Latn, bak-Cyrl, bam-Latn, ban-Latn, bel-Cyrl, bem-Latn, ben-Beng, bho-Deva, bjn-Arab, bjn-Latn, bod-Tibt, bos-Latn, bug-Latn, bul-Cyrl, cat-Latn, ceb-Latn, ces-Latn, cjk-Latn, ckb-Arab, crh-Latn, cym-Latn, dan-Latn, deu-Latn, dik-Latn, dyu-Latn, dzo-Tibt, ell-Grek, eng-Latn, epo-Latn, est-Latn, eus-Latn, ewe-Latn, fao-Latn, fij-Latn, fin-Latn, fon-Latn, fra-Latn, fur-Latn, fuv-Latn, gaz-Latn, gla-Latn, gle-Latn, glg-Latn, grn-Latn, guj-Gujr, hat-Latn, hau-Latn, heb-Hebr, hin-Deva, hne-Deva, hrv-Latn, hun-Latn, hye-Armn, ibo-Latn, ilo-Latn, ind-Latn, isl-Latn, ita-Latn, jav-Latn, jpn-Jpan, kab-Latn, kac-Latn, kam-Latn, kan-Knda, kas-Arab, kas-Deva, kat-Geor, kaz-Cyrl, kbp-Latn, kea-Latn, khk-Cyrl, khm-Khmr, kik-Latn, kin-Latn, kir-Cyrl, kmb-Latn, kmr-Latn, knc-Arab, knc-Latn, kon-Latn, kor-Hang, lao-Laoo, lij-Latn, lim-Latn, lin-Latn, lit-Latn, lmo-Latn, ltg-Latn, ltz-Latn, lua-Latn, lug-Latn, luo-Latn, lus-Latn, lvs-Latn, mag-Deva, mai-Deva, mal-Mlym, mar-Deva, min-Arab, min-Latn, mkd-Cyrl, mlt-Latn, mni-Beng, mos-Latn, mri-Latn, mya-Mymr, nld-Latn, nno-Latn, nob-Latn, npi-Deva, nso-Latn, nus-Latn, nya-Latn, oci-Latn, ory-Orya, pag-Latn, pan-Guru, pap-Latn, pbt-Arab, pes-Arab, plt-Latn, pol-Latn, por-Latn, prs-Arab, quy-Latn, ron-Latn, run-Latn, rus-Cyrl, sag-Latn, san-Deva, sat-Olck, scn-Latn, shn-Mymr, sin-Sinh, slk-Latn, slv-Latn, smo-Latn, sna-Latn, snd-Arab, som-Latn, sot-Latn, spa-Latn, srd-Latn, srp-Cyrl, ssw-Latn, sun-Latn, swe-Latn, swh-Latn, szl-Latn, tam-Taml, taq-Latn, taq-Tfng, tat-Cyrl, tel-Telu, tgk-Cyrl, tgl-Latn, tha-Thai, tir-Ethi, tpi-Latn, tsn-Latn, tso-Latn, tuk-Latn, tum-Latn, tur-Latn, twi-Latn, tzm-Tfng, uig-Arab, ukr-Cyrl, umb-Latn, urd-Arab, uzn-Latn, vec-Latn, vie-Latn, war-Latn, wol-Latn, xho-Latn, ydd-Hebr, yor-Latn, yue-Hant, zho-Hans, zho-Hant, zsm-Latn, zul-Latn",1024.0,,PyTorch,mit,https://ai.meta.com/research/publications/sonar-sentence-level-multimodal-and-language-agnostic-representations/
shibing624/text2vec-base-chinese,183bb99aa7af74355fb58d16edf8c13ae7c5433e,zho-Hans,768.0,102000000.0,"Sentence Transformers, PyTorch",apache-2.0,https://huggingface.co/shibing624/text2vec-base-chinese
shibing624/text2vec-base-chinese-paraphrase,e90c150a9c7fb55a67712a766d6820c55fb83cdd,zho-Hans,768.0,118000000.0,"Sentence Transformers, PyTorch",apache-2.0,https://huggingface.co/shibing624/text2vec-base-chinese-paraphrase
WhereIsAI/UAE-Large-V1,369c368f70f16a613f19f5598d4f12d9f44235d4,eng_Latn,1024.0,335000000.0,"Sentence Transformers, PyTorch",mit,https://huggingface.co/WhereIsAI/UAE-Large-V1
voyageai/voyage-large-2-instruct,1,,1024.0,,API,,https://blog.voyageai.com/2024/05/05/voyage-large-2-instruct-instruction-tuned-and-rank-1-on-mteb/
voyageai/voyage-finance-2,1,,1024.0,,API,,https://blog.voyageai.com/2024/06/03/domain-specific-embeddings-finance-edition-voyage-finance-2/
voyageai/voyage-law-2,1,,1024.0,,API,,https://blog.voyageai.com/2024/04/15/domain-specific-embeddings-and-retrieval-legal-edition-voyage-law-2/
voyageai/voyage-code-2,1,,1536.0,,API,,https://blog.voyageai.com/2024/01/23/voyage-code-2-elevate-your-code-retrieval/
voyageai/voyage-code-3,1,,1024.0,,API,,https://blog.voyageai.com/2024/12/04/voyage-code-3/
voyageai/voyage-large-2,1,,1536.0,,API,,https://blog.voyageai.com/2023/10/29/voyage-embeddings/
voyageai/voyage-2,1,,1024.0,,API,,https://blog.voyageai.com/2023/10/29/voyage-embeddings/
voyageai/voyage-multilingual-2,1,,1024.0,,API,,https://blog.voyageai.com/2024/06/10/voyage-multilingual-2-multilingual-embedding-model/
voyageai/voyage-3,1,,1024.0,,API,,https://blog.voyageai.com/2024/09/18/voyage-3/
voyageai/voyage-3-lite,1,,512.0,,API,,https://blog.voyageai.com/2024/09/18/voyage-3/
voyageai/voyage-3-m-exp,1,eng-Latn,2048.0,6918000000.0,API,,https://huggingface.co/voyageai/voyage-3-m-exp
HooshvareLab/bert-base-parsbert-uncased,d73a0e2c7492c33bd5819bcdb23eba207404dd19,fas-Arab,768.0,162841344.0,"Sentence Transformers, PyTorch",not specified,https://huggingface.co/HooshvareLab/bert-base-parsbert-uncased
m3hrdadfi/bert-zwnj-wnli-mean-tokens,b9506ddc579ac8c398ae6dae680401ae0a1a5b23,fas-Arab,768.0,118297344.0,"Sentence Transformers, PyTorch",not specified,https://huggingface.co/m3hrdadfi/bert-zwnj-wnli-mean-tokens
m3hrdadfi/roberta-zwnj-wnli-mean-tokens,36f912ac44e22250aee16ea533a4ff8cd848c1a1,fas-Arab,768.0,118298112.0,"Sentence Transformers, PyTorch",not specified,https://huggingface.co/m3hrdadfi/roberta-zwnj-wnli-mean-tokens
myrkur/sentence-transformer-parsbert-fa,72bd0a3557622f0ae08a092f4643609e0b950cdd,fas-Arab,768.0,162841344.0,"Sentence Transformers, PyTorch",apache-2.0,https://huggingface.co/myrkur/sentence-transformer-parsbert-fa
PartAI/TookaBERT-Base,fa5ca89df5670700d9325b8872ac65c17cb24582,fas-Arab,768.0,122905344.0,"Sentence Transformers, PyTorch",apache-2.0,https://huggingface.co/PartAI/TookaBERT-Base
PartAI/Tooka-SBERT,5d07f0c543aca654373b931ae07cd197769110fd,fas-Arab,1024.0,353039360.0,"Sentence Transformers, PyTorch",apache-2.0,https://huggingface.co/PartAI/Tooka-SBERT
sbunlp/fabert,a0e3973064c97768e121b9b95f21adc94e0ca3fb,fas-Arab,768.0,124441344.0,"Sentence Transformers, PyTorch",not specified,https://huggingface.co/sbunlp/fabert
Omartificial-Intelligence-Space/Arabic-Triplet-Matryoshka-V2,ed357f222f0b6ea6670d2c9b5a1cb93950d34200,ara-Arab,768.0,135000000.0,"Sentence Transformers, PyTorch",apache-2.0,https://huggingface.co/Omartificial-Intelligence-Space/Arabic-Triplet-Matryoshka-V2
